,state,y1985,CPI1985,pop1985,packpc1985,income1985,tax1985,avgprs1985,taxs1985,y1986,CPI1986,pop1986,packpc1986,income1986,tax1986,avgprs1986,taxs1986,y1987,CPI1987,pop1987,packpc1987,income1987,tax1987,avgprs1987,taxs1987,y1988,CPI1988,pop1988,packpc1988,income1988,tax1988,avgprs1988,taxs1988,y1989,CPI1989,pop1989,packpc1989,income1989,tax1989,avgprs1989,taxs1989,y1990,CPI1990,pop1990,packpc1990,income1990,tax1990,avgprs1990,taxs1990,y1991,CPI1991,pop1991,packpc1991,income1991,tax1991,avgprs1991,taxs1991,y1992,CPI1992,pop1992,packpc1992,income1992,tax1992,avgprs1992,taxs1992,y1993,CPI1993,pop1993,packpc1993,income1993,tax1993,avgprs1993,taxs1993,y1994,CPI1994,pop1994,packpc1994,income1994,tax1994,avgprs1994,taxs1994,y1995,CPI1995,pop1995,packpc1995,income1995,tax1995,avgprs1995,taxs1995
27,Nebraska,,1.075999975,1585000,107.3817062,21778072,34,104.6066666,38.0233345,,1.095999956,1575000,105.2063522,22378720,35.66666412,112.7446671,40.00299835,,1.136000037,1567000,104.9138489,23552768,39,121.6453323,43.67866516,,1.183000088,1572000,95.54707336,25118636,43,137.9386597,48.30533218,89,1.24000001,1575000,95.87301636,26581180,43,147.3593292,48.66766739,,1.306999922,1580664,91.54380798,28591104,43,154.4746552,48.94133377,,1.361999989,1590805,91.71456909,29853372,45,170.0562592,53.09791565,,1.402999997,1602406,89.3032074,31548426,47,182.6912537,55.69958496,,1.445000052,1612149,89.19770813,32512656,49,176.7675018,57.41749954,,1.481999993,1621551,84.05532837,34325416,58,178.7537537,66.51208496,,1.523999929,1635142,87.27070618,36293064,58,182.1750031,66.67500305
28,New Hampshire,,1.075999975,997000,197.993988,15767469,33,95.5,33,,1.095999956,1025000,190.63414,17399088,33,101.1666641,33,,1.136000037,1054000,185.199234,19368684,33,108.7083359,33,,1.183000088,1083000,176.6389618,21390430,33,120.7333374,33,89,1.24000001,1105000,170.4977417,22792080,33,129.3999939,33,,1.306999922,1111831,154.4299469,23029404,38.66666412,145.7333221,38.66666412,,1.361999989,1107055,147.3278198,23608532,43,159.6916504,43,,1.402999997,1112766,145.5831757,24652176,45,174.1416626,45,,1.445000052,1122191,149.5289154,25272604,47,167.1750031,47,,1.481999993,1133054,155.1558838,26989736,49,161.3583374,49,,1.523999929,1145604,156.3367462,28649564,49,166.6416626,49
29,New Jersey,,1.075999975,7566000,116.5212784,133549208,41,110.4166641,41,,1.095999956,7623000,114.5743179,142617056,41,117.4749985,41,,1.136000037,7672000,110.7924957,155179008,41,125.5500031,41,,1.183000088,7713000,108.0124435,170763504,43,136.2916718,43,89,1.24000001,7726000,103.4817505,182297648,43,145.2166748,43,,1.306999922,7757158,98.47679138,192117136,43,159.8583374,43,,1.361999989,7784269,86.53349304,195795520,58,186.3083344,58,,1.402999997,7827770,85.95040131,208197344,60,213.4025879,73.96091461,,1.445000052,7874891,81.79160309,213418800,62,203.4581604,73.51650238,,1.481999993,7918796,80.49203491,220817408,64,196.9038239,75.14550018,,1.523999929,7965523,80.37136841,233208576,64,203.0871735,75.49549866
30,New Mexico,,1.075999975,1439000,88.74217987,17258916,28,102.7779999,31.95299911,,1.095999956,1463000,87.28639984,17882868,28,108.8880005,32.18799973,,1.136000037,1479000,82.08248901,18756172,31,117.8537445,36.61208344,,1.183000088,1491000,79.47686005,19853934,31,127.6537476,37.07875061,89,1.24000001,1504000,76.13031769,21182568,31,137.4799957,37.54666519,,1.306999922,1519933,71.58209991,22738520,31,148.4262543,38.06791687,,1.361999989,1547115,69.35489655,24357692,33,165.2262573,40.86791611,,1.402999997,1580750,69.33417511,25964036,35,177.8350067,43.4683342,,1.445000052,1614937,65.57530975,27818748,37,168.3325043,45.01583481,,1.481999993,1653329,64.4154892,29670304,45,169.4437561,53.06874847,,1.523999929,1682417,64.66886902,31716160,45,176.1462402,53.38791656
31,Nevada,,1.075999975,951000,141.9558411,14581495,31,114.1884995,37.46350098,,1.095999956,981000,135.1681976,15715826,31,117.5716629,37.65499878,,1.136000037,1024000,135.7421875,17280732,31,127.3943329,38.21099854,,1.183000088,1075000,135.5348816,19544342,36,147.2693481,44.33600235,89,1.24000001,1137000,129.727356,22256010,36,162.4361725,45.19449997,,1.306999922,1218629,120.5453033,25193918,51,191.9130096,61.86299896,,1.361999989,1285046,111.7469711,27349370,53,201.7621765,64.42050171,,1.402999997,1330694,102.8034973,30199270,55,209.2385101,68.68849945,,1.445000052,1380197,97.37740326,32385668,57,206.1622467,70.48725128,,1.481999993,1456388,93.99967957,35877512,59,203.6834259,72.32508087,,1.523999929,1525777,93.52611542,39377292,59,206.5991669,72.51583099
32,New York,,1.075999975,17794000,116.6629181,297728512,37.00000381,109.9978256,37.88117218,,1.095999956,17836000,113.5624619,317914048,37.00000381,115.519165,37.93583679,,1.136000037,17871000,109.4342804,340067904,37.00000381,123.2035828,38.01192093,,1.183000088,17944000,106.3475266,369668224,37.00000381,133.3119965,38.11200333,89,1.24000001,17983000,100.322525,395022080,39.00000381,150.8744202,40.26608658,,1.306999922,18002856,93.86843872,419742656,49.50000381,178.8626709,56.37933731,,1.361999989,18029532,86.59681702,431671584,57.00000381,198.25,64.625,,1.402999997,18082032,82.3524704,455657120,59.00000381,209.6553345,67.0636673,,1.445000052,18140894,77.91788483,464200544,62.41667175,205.1313324,70.30633545,,1.481999993,18156652,71.64866638,478586304,80,218.6773224,88.41066742,,1.523999929,18150928,70.81732178,503163328,80,221.8580017,88.53299713
33,Ohio,,1.075999975,10736000,127.5987396,153455776,30,100.4237442,34.7820816,,1.095999956,10732000,126.5933609,160236048,30,105.516243,35.02458191,,1.136000037,10762000,125.4506531,168667712,30,108.6574936,35.17416763,,1.183000088,10800000,122.7870331,180756992,34,121.2312546,39.7729187,89,1.24000001,10829000,119.3092651,193034656,34,135.6512451,40.45958328,,1.306999922,10861837,115.8459702,204114304,34,144.8650055,40.8983345,,1.361999989,10933683,112.4963989,210116960,36,158.5674896,43.55083466,,1.402999997,11007609,110.8596802,222811728,38,169.3562622,46.06458282,,1.445000052,11070385,106.8436203,232462848,43,162.8287506,50.75374985,,1.481999993,11111451,106.6737442,245156112,48,161.4550018,55.6883316,,1.523999929,11155493,111.3801041,255312928,48,165.8912506,55.89958191
34,Oklahoma,,1.075999975,3272000,127.1393661,43395580,34,101.4680786,34.82641602,,1.095999956,3253000,121.3034134,43222260,34,111.23983,34.92316818,,1.136000037,3211000,118.2497635,43220656,34.41666412,120.1838303,37.91716385,,1.183000088,3168000,109.3434372,45152640,39,134.0559998,44.15599823,89,1.24000001,3150000,102.6349182,48089840,39,146.4406738,44.63233185,,1.306999922,3147105,93.19676208,51026776,39,153.7640076,44.91400146,,1.361999989,3166471,87.13169861,52947292,41,169.373764,49.06541824,,1.402999997,3204174,84.60839081,56155136,43,186.3574982,51.8741684,,1.445000052,3228829,83.96232605,58394696,45,179.5325012,53.54916763,,1.481999993,3246119,101.9679184,60799744,47,170.1612549,55.10291672,,1.523999929,3265547,108.6801071,63333300,47,170.1349945,55.1016655
35,Oregon,,1.075999975,2673000,119.4537964,36205164,35,97.03333282,35,,1.095999956,2684000,112.0715332,38003492,41,109.9333344,41,,1.136000037,2701000,109.218811,40274160,43,125.0916672,43,,1.183000088,2742000,108.0598068,44030080,43,139.0833435,43,89,1.24000001,2791000,105.1952667,48059984,43,151.3583374,43,,1.306999922,2858547,98.7914505,52177756,43.66666412,158.4333344,43.66666412,,1.361999989,2918745,98.15862274,54890876,46,169.7416687,46,,1.402999997,2973934,97.7829361,58162804,48,185.7749939,48,,1.445000052,3034490,93.09636688,61916252,50,180.7749939,50,,1.481999993,3087142,91.08748627,66129688,57.83333206,182.8500061,57.83333206,,1.523999929,3141421,92.15574646,71209312,62,190.3000031,62
36,Pennsylvania,,1.075999975,11772000,117.7030258,170033840,34,109.0740051,40.17399979,,1.095999956,11784000,114.6809311,178937904,34,114.3475037,40.47249985,,1.136000037,11812000,112.4872894,190656640,34,118.022171,40.68050003,,1.183000088,11847000,108.7110672,205200224,34,125.5305023,41.10549927,89,1.24000001,11866000,108.7308197,222195136,34,136.9078217,41.74950027,,1.306999922,11895604,102.5420837,235802320,34,148.1526642,42.38600159,,1.361999989,11943160,102.2007523,244892208,36,164.2028198,45.29449844,,1.402999997,11980819,95.65289307,258186144,49.91666412,190.322998,60.68966293,,1.445000052,12022128,93.86856842,267020432,53,178.5835114,63.10850143,,1.481999993,12042545,94.78063202,275336928,55,169.8119965,64.61199951,,1.523999929,12044780,95.64308929,285923232,55,176.1631622,64.97149658
37,Rhode Island,,1.075999975,967000,132.7817841,14229156,39,100.9416656,39,,1.095999956,975000,135.384613,15233344,39.40000153,107.6916656,39.40000153,,1.136000037,990000,121.8181839,16477743,41,118.1666641,41,,1.183000088,997000,137.0110321,18205036,41,128.0916748,41,89,1.24000001,1001000,120.0799179,19669940,43,138.3583374,43,,1.306999922,1004649,100.632164,20287488,53,162.2166748,53,,1.361999989,1003990,104.0847015,20443910,55,181.4583435,55,,1.402999997,1000571,100.9423599,21269332,57,208.2309265,70.62258148,,1.445000052,997852,95.10428619,22089772,59,188.9263153,71.35966492,,1.481999993,993412,93.616745,22612016,68,198.6365814,80.99491882,,1.523999929,989203,92.59980011,23786644,80,224.4592438,94.68424988
38,South Carolina,,1.075999975,3304000,127.2094421,38536176,23,90.64125061,27.31624985,,1.095999956,3343000,126.7424469,40974356,23,97.17750549,27.62750053,,1.136000037,3381000,127.1517334,44136172,23,102.8825073,27.89916611,,1.183000088,3413000,126.0474625,47922880,23,112.2450027,28.34499931,89,1.24000001,3457000,124.3274536,51276188,23,125.6412506,28.98291588,,1.306999922,3499064,118.974678,56158328,23,133.7874908,29.37083244,,1.361999989,3559470,120.2145233,58405664,25,149.1262512,32.10124969,,1.402999997,3600576,110.4823227,61803472,27,167.2124939,34.96250153,,1.445000052,3634507,111.6244965,64711452,29,156.8175049,36.46749878,,1.481999993,3666456,109.0699005,68510824,31,146.6062469,37.98125076,,1.523999929,3699943,108.0827484,72050072,31,152.8187408,38.27708435
39,South Dakota,,1.075999975,698000,106.5902557,8340000,31,97.08333588,31,,1.095999956,696000,98.85057831,8690783,39,111.5333328,39,,1.136000037,696000,98.99425507,9199160,39,120.1166611,39,,1.183000088,698000,94.98567963,9639202,39,134.2425079,45.39250183,89,1.24000001,697000,90.53084564,10288122,39,140.6426697,44.40933228,,1.306999922,696667,91.5789032,11312137,39,151.3720093,44.8219986,,1.361999989,701445,91.24022675,11896990,41,163.6699982,47.29499817,,1.402999997,708698,91.43528748,12732224,43,180.0153351,49.92366791,,1.445000052,716258,89.0740509,13297460,45,171.4526672,51.59433365,,1.481999993,723038,91.97303772,14176712,47,165.2473297,53.35566711,,1.523999929,728251,97.21923065,14454129,47,168.0379944,53.46300125
40,Tennessee,,1.075999975,4716000,129.8345947,57749668,29,101.9455032,34.77050018,,1.095999956,4739000,129.3310852,61580548,29,107.6341705,35.09249878,,1.136000037,4784000,130.8110352,66524200,29,117.197998,37.68133163,,1.183000088,4823000,127.2444611,71900880,29,126.9900055,38.4066658,89,1.24000001,4854000,127.1116638,77104680,29,139.7250061,39.34999847,,1.306999922,4890626,123.2153091,82267328,29,147.3119965,39.91199875,,1.361999989,4946886,119.6308136,86583088,31,164.7269897,43.20199966,,1.402999997,5013999,118.3885345,94464752,33,180.9810028,46.40599823,,1.445000052,5085666,116.5039063,100393936,35,170.9189911,47.66066742,,1.481999993,5163016,114.13871,106855208,37,164.0249939,49.15000153,,1.523999929,5241168,122.3200531,114259984,37,167.0670013,49.37533188
41,Texas,,1.075999975,16275000,115.1029282,231003152,35.25,107.3799973,39.38000107,,1.095999956,16563000,111.4472046,234593728,36.33333588,114.9459991,40.75433731,,1.136000037,16624000,104.3130417,240782432,36.5,123.8899994,41.26499939,,1.183000088,16669000,97.79230499,255401648,40.625,139.7875061,48.53749847,89,1.24000001,16807000,95.07942963,274342784,42,150.5995026,50.52449799,,1.306999922,17044714,85.01168823,297569440,42,162.4185028,51.19350052,,1.361999989,17339904,78.65672302,314725568,59,191.3300018,69.83000183,,1.402999997,17650480,75.06311035,337933984,61,208.6610107,72.81099701,,1.445000052,17996764,77.60283661,356784352,63,199.8894958,74.3144989,,1.481999993,18338320,74.91416931,377582624,65,192.875824,75.91750336,,1.523999929,18679706,73.07930756,402096768,65,198.2023315,76.21900177
42,Utah,,1.075999975,1643000,68.04625702,19462380,28,110.1958389,34.23749924,,1.095999956,1663000,64.76247406,20367186,28,112.8634949,34.38850021,,1.136000037,1678000,68.53396606,21208236,29.83333206,117.9762573,35.45124817,,1.183000088,1690000,55.7396431,22224834,39,136.8237457,45.51541519,89,1.24000001,1706000,57.44431305,23842736,39,152.3637543,46.25541687,,1.306999922,1729722,53.0143013,25938560,39,168.8049927,47.03833389,,1.361999989,1771941,52.4848175,27749680,41,174.7987518,49.32374954,,1.402999997,1821498,52.53917313,29788208,46.5,184.7299957,55.29666519,,1.445000052,1875993,52.0790863,31950464,48.5,176.6887512,56.91374969,,1.481999993,1930436,51.12834549,34578712,50.5,173.5650024,58.76499939,,1.523999929,1976774,49.27219772,37278220,50.5,180.9762573,59.11791611
43,Virginia,,1.075999975,5716000,134.0097961,87361632,18.50000191,91.61533356,22.02366829,,1.095999956,5812000,133.3103943,94363768,18.50000191,96.95399475,22.229002,,1.136000037,5933000,129.6645813,102817072,18.50000191,102.9339981,22.45900154,,1.183000088,6038000,127.4759903,112022304,18.50000381,111.6762543,23.81792068,89,1.24000001,6120000,121.0130692,121057680,18.50000381,126.6300049,24.5300045,,1.306999922,6213526,115.7474823,127614144,18.50000381,139.8687592,25.16042137,,1.361999989,6283853,108.7549286,132536112,20.50000381,156.082489,27.93250275,,1.402999997,6383315,106.1987457,140206720,22.50000381,170.5724945,30.62250328,,1.445000052,6464795,102.1223373,147223168,24.50000381,168,32.50000381,,1.481999993,6536771,103.1548996,154981632,26.50000381,164.9375,34.35417175,,1.523999929,6601392,105.3868713,161441792,26.50000572,166.6612549,34.43625641
44,Vermont,,1.075999975,530000,145.28302,6887097,33,100.9833374,33,,1.095999956,534000,131.4606781,7392319,33,114.4953308,37.40366745,,1.136000037,540000,127.7777786,8099821,33,124.3579941,37.78300095,,1.183000088,550000,128.7272797,8904578,33,132.2879944,38.08800125,89,1.24000001,558000,120.4301071,9769222,33,143.3813324,38.51466751,,1.306999922,564526,122.5807114,10192738,33,153.3306732,38.89733505,,1.361999989,567141,120.9575729,10332389,35,166.0099945,41.38499832,,1.402999997,570115,126.1149063,10999179,38.5,179.2525024,47.03583527,,1.445000052,574004,116.0270691,11356945,42,173.4425049,50.25916672,,1.481999993,578900,118.8460846,11897987,44,167.8862457,51.99458313,,1.523999929,582827,122.3347549,12448607,44,175.6387482,52.36375046
45,Washington,,1.075999975,4401000,96.22812653,64846548,39,129.4610901,47.46941757,,1.095999956,4453000,93.28542328,69114048,41,136.9510803,49.95941544,,1.136000037,4533000,88.96977997,73871752,47,148.0879974,56.68799973,,1.183000088,4641000,86.46843719,80130192,47,157.040329,57.27366638,89,1.24000001,4746000,83.96544647,88616008,47.25,170.085434,58.37708282,,1.306999922,4900780,78.74256897,98143120,50,185.4042358,62.12924957,,1.361999989,5013443,77.35202789,104786248,52,203.068161,65.28483582,,1.402999997,5139011,77.79707336,112633616,54,215.0789185,68.07057953,,1.445000052,5247704,74.60405731,117620616,56,214.5439148,70.0355835,,1.481999993,5334896,68.19252014,123337472,78,237.3705902,93.52891541,,1.523999929,5431024,65.53092194,129680832,80.5,239.1093445,96.14266968
46,Wisconsin,,1.075999975,4748000,107.8769989,65732720,41,114.590004,46.45666504,,1.095999956,4756000,105.8872986,69101072,41,119.7087555,46.70041656,,1.136000037,4779000,106.8424377,73377744,41,126.5862503,47.02791595,,1.183000088,4823000,102.8820267,78125584,45.16666412,140.0962524,51.83791351,89,1.24000001,4857000,100.5970764,84013416,46,153.0549927,53.28833389,,1.306999922,4902265,94.48693848,89025200,46,163.2487488,53.77375031,,1.361999989,4952675,94.7164917,92669448,48,177.1437683,56.43541718,,1.402999997,5004636,94.49238586,99453936,51.33333588,193.4624939,60.5458374,,1.445000052,5055318,88.639328,104337360,60,194.5737457,69.26541901,,1.481999993,5095504,91.61017609,110569688,62,193.2875061,71.20417023,,1.523999929,5137004,92.46634674,115959680,62,201.3812561,71.58958435
47,West Virginia,,1.075999975,1907000,112.8474045,20852964,33,108.9112473,38.18624878,,1.095999956,1883000,115.2416382,21578364,33,114.6337509,38.45875168,,1.136000037,1858000,113.832077,22197652,33,124.1975021,38.9141655,,1.183000088,1830000,115.4098358,23259046,33,133.8224945,39.37250137,89,1.24000001,1807000,110.4593277,24440400,33,146.306488,41.28149796,,1.306999922,1792481,111.4656143,26132850,33,152.2160034,41.61600113,,1.361999989,1798212,110.1649857,27366612,35,161.1111755,44.11949921,,1.402999997,1805462,96.59577179,29100894,37,172.6386719,46.77199936,,1.445000052,1816179,111.9933701,30374522,39,165.8635101,48.38850021,,1.481999993,1818490,102.2276688,31666084,41,163.2488251,50.2405014,,1.523999929,1820560,115.5688324,32611268,41,166.5171814,50.42549896
48,Wyoming,,1.075999975,500000,129.3999939,7116756,24,93.46666718,24,,1.095999956,496000,127.8225784,6940614,24,100.6583328,24,,1.136000037,477000,119.4968567,6769883,24,108.6500015,24,,1.183000088,465000,123.0107498,6961888,24,116.2249985,24,89,1.24000001,458000,119.213974,7509524,24,122.625,24,,1.306999922,453401,104.7637711,8159438,28,128.0416565,28,,1.361999989,457739,106.8294373,8636382,30,143.0583344,30,,1.402999997,463491,107.4454498,9061238,32,161.9833374,32,,1.445000052,469033,103.8306503,9515136,34,155.1916504,34,,1.481999993,474982,105.8987503,9954215,36,150.6666565,36,,1.523999929,478447,112.2381363,10293195,36,158.5416565,36
